date_start,date_end,pollster,poll_sponsor,poll_type,poll_subject,question_text,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,poll_url
2020-08-21,2020-08-23,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,57.0,27.0,5.0,3.0,https://assets.morningconsult.com/wp-uploads/2020/08/24113947/200878_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-21,2020-08-23,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1962,54.0,32.0,10.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/08/data-tabs_w26.pdf
2020-08-21,2020-08-23,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1003,25.0,36.0,17.0,16.0,https://projects.fivethirtyeight.com/polls/20200824_National.pdf
2020-08-20,2020-08-22,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,37.0,33.0,19.0,8.0,https://docs.cdn.yougov.com/d0176c71yw/tabs_HP_Coronavirus_20200820.pdf
2020-08-19,2020-08-21,YouGov,CBS News,0,1,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",rv,all,2226,32.0,36.0,20.0,12.0,https://drive.google.com/file/d/11UTgWRN1SvFmO3W9PVVOnPyGYqea4X6H/view
2020-08-17,2020-08-19,AP-NORC,,0,1,How worried are you about you or someone in your family being infected with … The coronavirus,a,all,1075,42.0,31.0,17.0,9.0,https://apnorc.org/wp-content/uploads/2020/08/August-Topline-trump-1.pdf
2020-08-16,2020-08-18,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,26.0,37.0,23.0,14.0,https://docs.cdn.yougov.com/c6n58wb53l/econTabReport.pdf
2020-08-14,2020-08-18,Echelon Insights,,0,1,How personally concerned are you about the chances of you or someone in your family becoming infected with the coronavirus?,rv,all,1000,49.0,29.0,20.0,2.0,https://echeloninsights.com/in-the-news/september-omnibus-covid/
2020-08-14,2020-08-17,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,36.0,34.0,18.0,7.0,https://docs.cdn.yougov.com/atqbvkhvpc/tabs_HP_Coronavirus_20200814.pdf
2020-08-14,2020-08-17,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,61.0,25.0,5.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/08/17130704/200822_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-14,2020-08-17,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1141,56.0,32.0,7.0,4.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-axios-w21.pdf
2020-08-10,2020-08-16,SurveyMonkey,NBC News,0,0,How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?,a,all,34269,65.0,25.0,6.0,3.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug16/
2020-08-14,2020-08-16,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1967,50.0,37.0,8.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/08/COVID-Tracker-W25-Banner-1.pdf
2020-08-14,2020-08-16,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1001,27.0,37.0,19.0,13.0,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-17th-2020.pdf
2020-08-10,2020-08-16,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,4000,16.0,43.0,26.0,15.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-08-12,2020-08-15,ABC,,0,1,"How do you feel about the possibility that you or someone in your immediate family might catch the coronavirus – very worried, somewhat worried, not too worried, or not worried at all?",a,all,1001,31.0,34.0,15.0,14.0,https://www.washingtonpost.com/context/washington-post-abc-news-poll-aug-12-15-2020/b16f1e30-c98f-4b77-ba12-9d4f0baddceb//
2020-08-09,2020-08-11,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,28.0,40.0,21.0,12.0,https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf
2020-08-11,2020-08-11,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,934,34.86,33.17,17.12,13.02,https://docs.google.com/spreadsheets/d/15vLWWtDTbkaYhydkV_HV8A1n5VlR8J6KQ8Nb6bs6_wM/edit#gid=0
2020-08-06,2020-08-10,Monmouth U.,,0,1,"How concerned are you about someone in your family becoming seriously ill from the coronavirus outbreak – very concerned, somewhat concerned, not too concerned, or not at all concerned?",a,all,868,41.0,28.0,18.0,13.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081320.pdf/
2020-08-07,2020-08-10,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,38.0,35.0,16.0,9.0,https://docs.cdn.yougov.com/als02392pz/tabs_HP_Coronavirus_20200807.pdf
2020-08-05,2020-08-10,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,61.0,27.0,4.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/08/20105707/200805_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-08-07,2020-08-10,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1076,58.0,29.0,8.0,4.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-axios-w20.pdf
2020-08-03,2020-08-09,SurveyMonkey,NBC News,0,0,How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?,a,all,44601,68.0,24.0,5.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug9/
2020-08-07,2020-08-09,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1995,53.0,34.0,9.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/08/COVID-Data-tabs_w24.pdf
2020-08-03,2020-08-09,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3752,11.0,44.0,30.0,15.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-08-02,2020-08-04,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,25.0,40.0,23.0,12.0,https://docs.cdn.yougov.com/t0qsgk3wcg/econTabReport.pdf
2020-07-30,2020-08-03,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1407,42.0,34.0,17.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Topline-08.04.20.pdf
2020-07-31,2020-08-03,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,38.0,31.0,17.0,10.0,https://big.assets.huffingtonpost.com/athena/files/2020/08/04/5f29e971c5b656e9b0a17c7e.pdf
2020-07-30,2020-08-03,Global Strategy Group/GBAO/Navigator Research,,0,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1407,44.0,38.0,14.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Topline-08.04.20.pdf
2020-07-31,2020-08-03,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1129,59.0,29.0,8.0,4.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-axios-wave-19.pdf
2020-07-31,2020-08-02,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,62.0,25.0,4.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/08/04113557/2007121_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-07-27,2020-08-02,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3816,12.0,46.0,27.0,14.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-07-28,2020-08-02,Hart Research Associates,COVID Collaborative,0,1,How worried are you that you personally or someone in your immediate family will be infected?,a,all,2043,37.0,43.0,13.0,7.0,https://static1.squarespace.com/static/5f3ef72a9ef74c6c995e6ab6/t/5f3f1a1ab6b900366e9d3b62/1597970981462/COVIDCollab_8.20_FullReport.pdf
2020-07-27,2020-08-02,SurveyMonkey,NBC News,0,0,How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?,a,all,47190,67.0,25.0,5.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug2/
2020-07-31,2020-08-02,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1992,52.0,35.0,9.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/08/Binder3.pdf
2020-07-26,2020-07-28,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,24.0,39.0,26.0,11.0,https://docs.cdn.yougov.com/0nx7ztz02j/econTabReport.pdf
2020-07-28,2020-07-28,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,948,34.82,35.11,18.69,9.41,https://docs.google.com/spreadsheets/d/1vHJwLq-J0-yclcutHLNjwhQu2YEqYW1R9J-mMBvwXo0/edit#gid=0
2020-07-24,2020-07-28,Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,1039,28.4,35.3,22.1,11.2,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/July-29-2020
2020-07-24,2020-07-27,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,38.0,33.0,17.0,9.0,https://docs.cdn.yougov.com/qug77u6dcr/tabs_HP_Coronavirus_20200724.pdf
2020-07-24,2020-07-27,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1076,58.0,30.0,9.0,2.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/topline-axios-w18.pdf
2020-07-24,2020-07-26,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1988,51.0,34.0,11.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/07/Wave-22_Tabs.pdf
2020-07-20,2020-07-26,SurveyMonkey,NBC News,0,0,How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?,a,all,46450,66.0,26.0,5.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-july26/
2020-07-23,2020-07-26,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,59.0,28.0,4.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/07/29174441/200781_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-07-24,2020-07-26,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1004,30.0,34.0,15.0,16.0,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-27-2020.pdf
2020-07-20,2020-07-26,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3816,15.0,44.0,28.0,13.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-07-21,2020-07-24,YouGov,CBS News,0,1,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",a,all,2008,35.0,37.0,17.0,11.0,https://drive.google.com/file/d/1p7C6oD2-2d0TNMlFQADlMQV9bBkNXQ35/view
2020-07-22,2020-07-23,Ipsos (online),ABC News,0,1,How concerned are you that you or someone you know will be infected with the coronavirus?,a,all,543,37.0,40.0,17.0,6.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/topline-abc-wave16-072420.pdf
2020-07-17,2020-07-22,Echelon Insights,,0,1,How personally concerned are you about the chances of you or someone in your family becoming infected with the coronavirus?,rv,all,1000,51.0,28.0,20.0,1.0,https://echeloninsights.com/in-the-news/september-omnibus-covid/
2020-07-19,2020-07-21,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,26.0,38.0,25.0,11.0,https://docs.cdn.yougov.com/8uw05wqpg2/econTabReport.pdf
2020-07-21,2020-07-21,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,780,32.71,34.74,20.36,10.15,https://docs.google.com/spreadsheets/d/1a_8Vk2KGs5CZ51Rcyu8WChFIErQ1US9DNk9fcuuGvME/edit
2020-07-16,2020-07-20,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1015,47.0,32.0,15.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.21.20.pdf
2020-07-16,2020-07-20,AP-NORC,,0,1,How worried are you about you or someone in your family being infected with … The coronavirus,a,all,1057,49.0,31.0,11.0,8.0,https://apnorc.org/wp-content/uploads/2020/07/topline_release2.pdf
2020-07-16,2020-07-20,Global Strategy Group/GBAO/Navigator Research,,0,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1015,48.0,37.0,13.0,2.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.21.20.pdf
2020-07-17,2020-07-20,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1037,52.0,33.0,10.0,3.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/axios-ipsos-poll-w17.pdf
2020-07-17,2020-07-19,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1970,57.0,32.0,6.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/07/Wave-21_Banner-1.pdf
2020-07-13,2020-07-19,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3745,16.0,43.0,28.0,13.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-07-17,2020-07-19,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1004,27.0,34.0,18.0,17.0,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-20-2020.pdf
2020-07-17,2020-07-19,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,37.0,34.0,16.0,9.0,https://docs.cdn.yougov.com/q175vngukj/tabs_HP_Coronavirus_20200717.pdf
2020-07-13,2020-07-19,SurveyMonkey,NBC News,0,0,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",a,all,50404,66.0,25.0,6.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-july19/
2020-07-17,2020-07-19,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,61.0,26.0,4.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/07/24165334/200743_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-07-12,2020-07-15,ABC,,0,1,"How do you feel about the possibility that you or someone in your immediate family might catch the coronavirus – very worried, somewhat worried, not too worried, or not worried at all?",a,all,1006,33.0,33.0,17.0,12.0,https://docs.google.com/spreadsheets/d/1v1clZFRQX3VBvmMLwv26Pzgv7wb19phCHTABTQ-HRtU/edit
2020-07-12,2020-07-14,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,24.0,40.0,26.0,11.0,https://docs.cdn.yougov.com/hpupr0zhkl/econTabReport.pdf
2020-07-09,2020-07-13,Global Strategy Group/GBAO/Navigator Research,,0,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1002,47.0,39.0,10.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.14.20.pdf
2020-07-10,2020-07-13,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1063,52.0,32.0,10.0,3.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/topline-axios-poll-w16.pdf
2020-07-09,2020-07-13,Quinnipiac,,0,1,"How concerned are you that you or someone you know will be infected with the coronavirus: very concerned, somewhat concerned, not so concerned, or not concerned at all?",rv,all,1273,48.0,31.0,12.0,9.0,https://poll.qu.edu/national/release-detail?ReleaseID=3666
2020-07-09,2020-07-13,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1002,46.0,30.0,15.0,9.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.14.20.pdf
2020-07-06,2020-07-12,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3612,14.0,39.0,31.0,16.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-07-10,2020-07-12,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1001,26.0,35.0,19.0,16.0,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-13-2020-1.pdf
2020-07-10,2020-07-12,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,38.0,34.0,15.0,10.0,https://docs.cdn.yougov.com/83fwc1fiim/tabs_HP_Coronavirus_20200710.pdf
2020-07-06,2020-07-12,SurveyMonkey,NBC News,0,0,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",a,all,53106,64.0,27.0,6.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-july12/
2020-07-09,2020-07-12,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,rv,all,1991,60.0,28.0,4.0,3.0,https://assets.morningconsult.com/wp-uploads/2020/07/14102450/200723_crosstabs_CORONAVIRUS_CONTENT_RVs_v2_JB.pdf
2020-07-10,2020-07-12,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1974,50.0,36.0,9.0,5.0,https://theharrispoll.com/wp-content/uploads/2020/07/Wave-20_tabs_Banner-1.pdf
2020-07-05,2020-07-07,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,23.0,39.0,25.0,13.0,https://docs.cdn.yougov.com/lraqqdhd7j/econTabReport.pdf
2020-07-07,2020-07-07,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,790,34.67,36.16,16.62,11.32,https://docs.google.com/spreadsheets/d/1uArOeLkRvJ-QkYPhu97acZx426SFgU0wAwu0jfF7ABg/edit
2020-07-03,2020-07-06,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,35.0,36.0,15.0,10.0,https://docs.cdn.yougov.com/t8umayhzsr/tabs_HP_Coronavirus_20200703.pdf
2020-07-03,2020-07-05,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1006,24.0,36.0,21.0,15.0,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-6-2020-1.pdf
2020-06-29,2020-07-05,SurveyMonkey,NBC News,0,0,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",a,all,44557,65.0,26.0,6.0,2.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-july5/
2020-06-29,2020-07-05,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3615,12.0,42.0,30.0,15.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-07-01,2020-07-04,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,59.0,27.0,5.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/07/24163951/2006143_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_YW.pdf
2020-07-02,2020-07-04,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1957,54.0,34.0,8.0,4.0,https://theharrispoll.com/wp-content/uploads/2020/07/Wave-19_tabs_Banner-1.pdf
2020-06-25,2020-06-30,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1204,45.0,31.0,16.0,8.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-F06.30.20.pdf
2020-06-26,2020-06-30,Monmouth U.,,0,1,"How concerned are you about someone in your family becoming seriously ill from the coronavirus outbreak - very concerned, somewhat concerned, not too concerned, or not at all concerned?",a,all,867,41.0,26.0,17.0,15.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_070120.pdf/
2020-06-25,2020-06-30,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1204,29.0,33.0,25.0,13.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-F06.30.20.pdf
2020-06-28,2020-06-30,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,22.0,43.0,3.0,12.0,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf
2020-06-25,2020-06-30,Global Strategy Group/GBAO/Navigator Research,,0,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1204,46.0,38.0,13.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-F06.30.20.pdf
2020-06-26,2020-06-29,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1065,54.0,33.0,9.0,3.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/topline_axios_ipsos_poll_w15_.pdf
2020-06-26,2020-06-29,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,3161,56.0,31.0,8.0,5.0,https://theharrispoll.com/wp-content/uploads/2020/06/Wave-18_tabs_Banner-1.pdf
2020-06-26,2020-06-29,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,33.0,38.0,18.0,9.0,https://docs.cdn.yougov.com/byy9drb31x/tabs_HP_Coronavirus_20200626.pdf
2020-06-25,2020-06-29,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,rv,all,1986,61.0,25.0,4.0,3.0,https://assets.morningconsult.com/wp-uploads/2020/06/30125522/2006114_crosstabs_CORONAVIRUS_CONTENT_RVs_v2_JB.pdf
2020-06-22,2020-06-28,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3454,12.0,44.0,30.0,15.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-06-26,2020-06-28,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1005,26.0,35.0,21.0,16.0,https://leger360.com/wp-content/uploads/2020/06/Legers-Weekly-Survey-June-29-2020.pdf
2020-06-23,2020-06-27,Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,999,23.1,39.3,21.8,13.8,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020
2020-06-23,2020-06-26,YouGov,CBS News,0,1,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",a,all,2009,34.0,37.0,17.0,11.0,https://drive.google.com/file/d/1l0XruPxbVV8mBoT0mpmeLk4AmbnkIGeH/view
2020-06-24,2020-06-25,Ipsos (online),ABC News,0,1,How concerned are you that you or someone you know will be infected with the coronavirus?,a,all,579,34.0,43.0,19.0,5.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/topline-abc_ipsos-poll-june-25-2020-trend.pdf
2020-06-21,2020-06-23,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,22.0,38.0,27.0,13.0,https://docs.cdn.yougov.com/cjd35jrh5o/econTabReport.pdf
2020-06-23,2020-06-23,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,855,28.75,39.18,18.94,12.75,https://docs.google.com/spreadsheets/d/1jqgTFa89Ef_7Nx_s5CqGj_aYciJkukoSnihIjoU8r4I/edit
2020-06-19,2020-06-22,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,31.0,38.0,18.0,10.0,https://docs.cdn.yougov.com/mksvh1nepl/tabs_HP_Coronavirus_20200619.pdf
2020-06-19,2020-06-22,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1023,52.0,33.0,9.0,3.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/topline-axios-poll-wave-14.pdf
2020-06-18,2020-06-22,Global Strategy Group/GBAO/Navigator Research,,0,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1313,43.0,40.0,13.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.24.20.pdf
2020-06-18,2020-06-22,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1313,37.0,32.0,21.0,9.0,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.24.20.pdf
2020-06-18,2020-06-22,Global Strategy Group/GBAO/Navigator Research,,0,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1313,28.0,30.0,27.0,15.0,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.24.20.pdf
2020-06-15,2020-06-21,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,3803,9.0,39.0,35.0,18.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
